Frame, Timestamp, Shelf, AOI, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z
750, 20.3402, ShelfToys (UnityEngine.Transform), Top, -0.2270, 1.4891, -0.5666, 359.0600, 19.8653, 297.2859, -0.4962, 0.9991, -0.9332, 335.8083, 20.0770, 237.3651, -0.3048, -0.2907, -0.1045, 0.0035, -0.0130, 0.0228
751, 20.3652, ShelfToys (UnityEngine.Transform), Top, -0.2301, 1.4894, -0.5662, 356.2730, 20.5291, 299.8556, -0.4962, 0.9991, -0.9323, 334.8739, 20.1188, 237.4103, -0.1245, 0.0118, 0.0157, -0.0032, -0.0012, 0.0361
752, 20.3919, ShelfToys (UnityEngine.Transform), Top, -0.2285, 1.4905, -0.5654, 354.5924, 24.5739, 297.7147, -0.4967, 0.9988, -0.9315, 334.0765, 20.8147, 237.7343, 0.0591, 0.0415, 0.0323, -0.0159, -0.0116, 0.0334
753, 20.4194, ShelfToys (UnityEngine.Transform), Top, -0.2114, 1.5073, -0.5598, 355.0546, 28.4993, 293.8990, -0.4971, 0.9983, -0.9307, 333.2079, 19.8835, 239.2080, 0.6199, 0.6116, 0.2033, -0.0153, -0.0179, 0.0259
754, 20.4480, ShelfToys (UnityEngine.Transform), Top, -0.1859, 1.5360, -0.5543, 358.2636, 29.5168, 285.1295, -0.4978, 0.9980, -0.9298, 332.8273, 19.6048, 240.1454, 0.8918, 1.0019, 0.1926, -0.0266, -0.0086, 0.0315
755, 20.4744, ShelfToys (UnityEngine.Transform), Top, -0.1677, 1.5611, -0.5490, 1.0431, 30.9916, 278.5229, -0.4984, 0.9981, -0.9287, 333.0942, 19.4739, 241.1037, 0.6931, 0.9522, 0.1988, -0.0195, 0.0038, 0.0413
756, 20.5031, ShelfToys (UnityEngine.Transform), Top, -0.1559, 1.5769, -0.5458, 2.2832, 31.6370, 275.5761, -0.4989, 0.9983, -0.9276, 333.1813, 19.3702, 241.8506, 0.4095, 0.5501, 0.1115, -0.0187, 0.0044, 0.0390
757, 20.5370, ShelfToys (UnityEngine.Transform), Top, -0.1434, 1.5908, -0.5453, 4.4736, 31.1274, 274.2889, -0.4992, 0.9979, -0.9269, 333.5262, 18.9370, 243.0258, 0.3697, 0.4121, 0.0149, -0.0088, -0.0116, 0.0209
758, 20.5600, ShelfToys (UnityEngine.Transform), Top, -0.1398, 1.5986, -0.5529, 3.0436, 29.5324, 270.7767, -0.4991, 0.9978, -0.9263, 335.3772, 20.0156, 243.5860, 0.1552, 0.3382, -0.3288, 0.0024, -0.0049, 0.0280
759, 20.5884, ShelfToys (UnityEngine.Transform), Top, -0.1402, 1.5979, -0.5596, 3.4875, 26.9513, 268.9437, -0.4989, 0.9975, -0.9262, 336.4225, 21.1625, 242.8110, -0.0138, -0.0256, -0.2348, 0.0078, -0.0072, 0.0022
760, 20.6139, ShelfToys (UnityEngine.Transform), Top, -0.1436, 1.5937, -0.5633, 4.1512, 26.0968, 268.7153, -0.4985, 0.9975, -0.9263, 336.4472, 21.0949, 242.7627, -0.1345, -0.1633, -0.1459, 0.0167, -0.0009, -0.0030
761, 20.6402, ShelfToys (UnityEngine.Transform), Top, -0.1537, 1.5827, -0.5677, 2.0653, 27.5974, 271.4521, -0.4978, 0.9972, -0.9268, 336.3416, 21.3058, 242.5294, -0.3821, -0.4208, -0.1698, 0.0255, -0.0106, -0.0182
762, 20.6694, ShelfToys (UnityEngine.Transform), Top, -0.1608, 1.5752, -0.5718, 0.4385, 28.7551, 273.0954, -0.4969, 0.9969, -0.9274, 336.3528, 21.5109, 242.4290, -0.2425, -0.2554, -0.1393, 0.0311, -0.0128, -0.0230
763, 20.6966, ShelfToys (UnityEngine.Transform), Top, -0.1752, 1.5582, -0.5734, 357.9481, 31.9235, 278.1326, -0.4954, 0.9961, -0.9289, 336.3280, 21.1375, 242.7227, -0.5318, -0.6259, -0.0572, 0.0558, -0.0289, -0.0552
764, 20.7258, ShelfToys (UnityEngine.Transform), Top, -0.1879, 1.5361, -0.5729, 356.0437, 37.9713, 285.1600, -0.4937, 0.9955, -0.9306, 336.1632, 20.0212, 243.4716, -0.4321, -0.7563, 0.0181, 0.0570, -0.0197, -0.0578
765, 20.7541, ShelfToys (UnityEngine.Transform), Top, -0.1972, 1.5233, -0.5754, 353.4932, 35.4437, 286.7598, -0.4926, 0.9956, -0.9314, 336.7436, 20.2815, 243.2075, -0.3311, -0.4501, -0.0885, 0.0411, 0.0047, -0.0264
766, 20.7813, ShelfToys (UnityEngine.Transform), Top, -0.1985, 1.5196, -0.5771, 352.7069, 32.1184, 285.9416, -0.4923, 0.9953, -0.9322, 337.3795, 20.0514, 243.4905, -0.0466, -0.1391, -0.0640, 0.0081, -0.0132, -0.0314
767, 20.8097, ShelfToys (UnityEngine.Transform), Top, -0.1979, 1.5202, -0.5773, 353.2052, 32.7303, 283.5660, -0.4928, 0.9951, -0.9330, 337.2393, 20.7756, 243.6651, 0.0213, 0.0230, -0.0076, -0.0146, -0.0077, -0.0276
768, 20.8380, ShelfToys (UnityEngine.Transform), Top, -0.1982, 1.5196, -0.5777, 352.8882, 33.0245, 283.0566, -0.4932, 0.9948, -0.9338, 337.1759, 21.4032, 243.8578, -0.0116, -0.0220, -0.0149, -0.0154, -0.0080, -0.0290
769, 20.8645, ShelfToys (UnityEngine.Transform), Top, -0.1979, 1.5200, -0.5777, 356.2213, 33.6466, 281.9197, -0.4939, 0.9954, -0.9344, 337.3943, 21.8151, 244.0968, 0.0123, 0.0150, 0.0017, -0.0261, 0.0196, -0.0203
770, 20.8935, ShelfToys (UnityEngine.Transform), Top, -0.1946, 1.5223, -0.5765, 0.5220, 32.9133, 280.0407, -0.4948, 0.9961, -0.9353, 336.7446, 21.6403, 244.2269, 0.1138, 0.0813, 0.0402, -0.0301, 0.0259, -0.0310
771, 20.9205, ShelfToys (UnityEngine.Transform), Top, -0.1897, 1.5249, -0.5735, 1.8747, 31.9224, 280.3871, -0.4951, 0.9972, -0.9360, 336.6123, 21.3994, 244.1277, 0.1823, 0.0963, 0.1117, -0.0117, 0.0391, -0.0266
772, 20.9506, ShelfToys (UnityEngine.Transform), Top, -0.1868, 1.5266, -0.5701, 2.0051, 32.7354, 278.6096, -0.4954, 0.9984, -0.9369, 336.0921, 20.6655, 243.7910, 0.0940, 0.0550, 0.1122, -0.0095, 0.0421, -0.0307
773, 20.9765, ShelfToys (UnityEngine.Transform), Top, -0.1851, 1.5280, -0.5673, 2.0092, 34.9232, 276.7829, -0.4956, 0.9998, -0.9381, 336.2717, 20.2096, 243.2388, 0.0691, 0.0562, 0.1077, -0.0078, 0.0526, -0.0466
774, 21.0033, ShelfToys (UnityEngine.Transform), Top, -0.1837, 1.5289, -0.5650, 2.4104, 36.0019, 275.6564, -0.4958, 1.0011, -0.9393, 336.3988, 19.8372, 242.7995, 0.0501, 0.0335, 0.0859, -0.0073, 0.0504, -0.0451
775, 21.0323, ShelfToys (UnityEngine.Transform), Top, -0.1819, 1.5307, -0.5630, 3.2892, 37.9561, 275.7964, -0.4962, 1.0022, -0.9405, 336.3073, 20.0660, 241.9731, 0.0633, 0.0591, 0.0690, -0.0162, 0.0350, -0.0403
776, 21.0606, ShelfToys (UnityEngine.Transform), Top, -0.1800, 1.5326, -0.5616, 3.7609, 37.4668, 277.2075, -0.4973, 1.0033, -0.9416, 336.5293, 20.6085, 241.9612, 0.0659, 0.0678, 0.0493, -0.0369, 0.0396, -0.0381
777, 21.0875, ShelfToys (UnityEngine.Transform), Top, -0.1799, 1.5338, -0.5613, 2.9860, 36.4322, 279.4941, -0.4982, 1.0036, -0.9424, 336.6595, 20.8084, 242.0591, 0.0055, 0.0450, 0.0137, -0.0336, 0.0121, -0.0304
778, 21.1157, ShelfToys (UnityEngine.Transform), Top, -0.1806, 1.5337, -0.5614, 3.0268, 33.6324, 280.8260, -0.4989, 1.0040, -0.9431, 336.9414, 20.6854, 242.3403, -0.0255, -0.0014, -0.0059, -0.0265, 0.0139, -0.0249
779, 21.1440, ShelfToys (UnityEngine.Transform), Top, -0.1812, 1.5337, -0.5616, 3.1738, 32.7263, 281.3658, -0.4996, 1.0043, -0.9437, 337.2420, 20.5591, 242.6080, -0.0202, -0.0012, -0.0038, -0.0227, 0.0123, -0.0217
780, 21.1709, ShelfToys (UnityEngine.Transform), Top, -0.1827, 1.5331, -0.5624, 0.5449, 31.3687, 281.8769, -0.5001, 1.0045, -0.9446, 337.1153, 20.6302, 242.5533, -0.0559, -0.0217, -0.0318, -0.0208, 0.0046, -0.0325
781, 21.1984, ShelfToys (UnityEngine.Transform), Top, -0.1856, 1.5307, -0.5641, 358.4937, 29.4073, 282.0610, -0.5009, 1.0047, -0.9454, 336.9705, 20.2442, 242.6124, -0.1054, -0.0871, -0.0628, -0.0278, 0.0077, -0.0307
782, 21.2265, ShelfToys (UnityEngine.Transform), Top, -0.1886, 1.5281, -0.5656, 358.5643, 29.4122, 281.6520, -0.5011, 1.0044, -0.9461, 336.4963, 19.6361, 242.6964, -0.1073, -0.0940, -0.0509, -0.0091, -0.0100, -0.0242
783, 21.2544, ShelfToys (UnityEngine.Transform), Top, -0.1912, 1.5265, -0.5662, 358.9017, 29.6538, 280.4828, -0.5013, 1.0041, -0.9466, 336.4355, 19.2516, 242.7454, -0.0949, -0.0577, -0.0213, -0.0049, -0.0114, -0.0176
784, 21.2818, ShelfToys (UnityEngine.Transform), Top, -0.1929, 1.5261, -0.5663, 358.1024, 30.9550, 279.4534, -0.5014, 1.0036, -0.9466, 336.6262, 19.2016, 242.7281, -0.0620, -0.0124, -0.0054, -0.0052, -0.0194, -0.0007
785, 21.3109, ShelfToys (UnityEngine.Transform), Top, -0.1937, 1.5264, -0.5665, 359.0132, 31.7456, 279.6831, -0.5015, 1.0033, -0.9466, 336.6566, 18.8913, 242.5407, -0.0285, 0.0078, -0.0063, -0.0014, -0.0097, -0.0001
786, 21.3391, ShelfToys (UnityEngine.Transform), Top, -0.1945, 1.5265, -0.5666, 359.3218, 32.0776, 279.7299, -0.5015, 1.0030, -0.9466, 336.6843, 18.5931, 242.3799, -0.0272, 0.0053, -0.0057, -0.0015, -0.0097, -0.0001
787, 21.3653, ShelfToys (UnityEngine.Transform), Top, -0.1947, 1.5267, -0.5663, 359.3596, 32.1539, 280.3602, -0.5016, 1.0030, -0.9465, 336.4801, 18.5508, 242.3111, -0.0087, 0.0072, 0.0132, -0.0017, -0.0013, 0.0056
788, 21.3938, ShelfToys (UnityEngine.Transform), Top, -0.1948, 1.5269, -0.5660, 359.2437, 31.6860, 280.0016, -0.5016, 1.0030, -0.9465, 336.1687, 18.9679, 242.2711, -0.0022, 0.0070, 0.0114, -0.0009, 0.0029, 0.0004
789, 21.4224, ShelfToys (UnityEngine.Transform), Top, -0.1948, 1.5272, -0.5657, 359.1358, 31.0731, 279.8246, -0.5016, 1.0031, -0.9465, 336.4268, 17.6384, 243.7017, -0.0008, 0.0117, 0.0100, -0.0008, 0.0020, -0.0002
790, 21.4492, ShelfToys (UnityEngine.Transform), Top, -0.1949, 1.5276, -0.5653, 359.4589, 30.4604, 279.8148, -0.5016, 1.0032, -0.9465, 336.4378, 17.8252, 243.8304, -0.0046, 0.0127, 0.0144, 0.0001, 0.0033, 0.0002
791, 21.4770, ShelfToys (UnityEngine.Transform), Top, -0.1951, 1.5279, -0.5649, 359.7259, 29.9115, 279.7945, -0.5016, 1.0033, -0.9465, 336.4487, 17.9067, 243.9632, -0.0055, 0.0129, 0.0148, 0.0002, 0.0043, 0.0002
792, 21.5037, ShelfToys (UnityEngine.Transform), Top, -0.1952, 1.5282, -0.5648, 359.1408, 30.2898, 279.8246, -0.5017, 1.0035, -0.9466, 336.3906, 18.2171, 243.6770, -0.0019, 0.0103, 0.0028, -0.0023, 0.0068, -0.0053
793, 21.5308, ShelfToys (UnityEngine.Transform), Top, -0.1951, 1.5284, -0.5648, 358.6708, 30.6818, 279.4948, -0.5016, 1.0036, -0.9467, 336.8286, 19.2750, 243.0771, 0.0025, 0.0053, 0.0008, 0.0006, 0.0026, -0.0023
794, 21.5579, ShelfToys (UnityEngine.Transform), Top, -0.1949, 1.5285, -0.5645, 358.8635, 30.7759, 279.6844, -0.5016, 1.0037, -0.9467, 336.9979, 19.7075, 243.0872, 0.0061, 0.0037, 0.0099, 0.0005, 0.0042, -0.0013
795, 21.5870, ShelfToys (UnityEngine.Transform), Top, -0.1945, 1.5286, -0.5642, 358.8170, 31.6056, 279.8073, -0.5016, 1.0035, -0.9469, 336.6318, 19.9203, 242.9457, 0.0129, 0.0037, 0.0130, 0.0016, -0.0048, -0.0062
796, 21.6151, ShelfToys (UnityEngine.Transform), Top, -0.1939, 1.5286, -0.5637, 358.4282, 31.9071, 279.4415, -0.5017, 1.0033, -0.9473, 336.6158, 19.6883, 242.9645, 0.0235, 0.0022, 0.0160, -0.0037, -0.0093, -0.0161
797, 21.6433, ShelfToys (UnityEngine.Transform), Top, -0.1932, 1.5287, -0.5632, 358.1124, 32.1610, 279.1436, -0.5018, 1.0029, -0.9479, 336.6081, 19.5667, 242.9751, 0.0258, 0.0018, 0.0172, -0.0051, -0.0127, -0.0211
798, 21.6715, ShelfToys (UnityEngine.Transform), Top, -0.1921, 1.5287, -0.5625, 358.6902, 31.9064, 279.3113, -0.5018, 1.0027, -0.9482, 336.6396, 19.4032, 242.8268, 0.0371, -0.0009, 0.0256, 0.0018, -0.0090, -0.0098
799, 21.6997, ShelfToys (UnityEngine.Transform), Top, -0.1909, 1.5285, -0.5622, 358.8638, 31.4755, 279.4555, -0.5019, 1.0028, -0.9484, 336.7515, 19.6389, 242.7062, 0.0439, -0.0055, 0.0100, -0.0035, 0.0059, -0.0067
800, 21.7270, ShelfToys (UnityEngine.Transform), Top, -0.1895, 1.5283, -0.5620, 358.7745, 31.5475, 279.4362, -0.5019, 1.0029, -0.9484, 336.7040, 18.8512, 242.8822, 0.0486, -0.0072, 0.0080, 0.0003, 0.0039, 0.0011
801, 21.7555, ShelfToys (UnityEngine.Transform), Top, -0.1881, 1.5278, -0.5624, 358.2385, 32.0959, 279.2896, -0.5019, 1.0030, -0.9484, 336.5885, 18.7651, 242.8648, 0.0495, -0.0175, -0.0141, -0.0014, 0.0019, 0.0001
802, 21.7825, ShelfToys (UnityEngine.Transform), Top, -0.1869, 1.5270, -0.5625, 358.8297, 33.0751, 279.3603, -0.5019, 1.0032, -0.9483, 336.2184, 17.8081, 242.8773, 0.0465, -0.0310, -0.0030, 0.0017, 0.0090, 0.0006
803, 21.8101, ShelfToys (UnityEngine.Transform), Top, -0.1857, 1.5262, -0.5626, 359.3035, 33.9221, 279.4089, -0.5018, 1.0036, -0.9483, 335.9142, 17.0063, 242.8947, 0.0426, -0.0288, -0.0030, 0.0025, 0.0123, 0.0010
804, 21.8390, ShelfToys (UnityEngine.Transform), Top, -0.1839, 1.5260, -0.5629, 359.2135, 33.3904, 279.2877, -0.5018, 1.0040, -0.9485, 335.7809, 16.5998, 243.3059, 0.0614, -0.0052, -0.0115, 0.0000, 0.0136, -0.0076
805, 21.8667, ShelfToys (UnityEngine.Transform), Top, -0.1822, 1.5266, -0.5629, 358.8877, 33.6392, 278.6712, -0.5018, 1.0043, -0.9485, 335.9813, 16.9152, 243.3328, 0.0632, 0.0205, -0.0013, 0.0014, 0.0134, 0.0030
806, 21.8953, ShelfToys (UnityEngine.Transform), Top, -0.1798, 1.5275, -0.5630, 358.6727, 35.2010, 277.3269, -0.5017, 1.0048, -0.9485, 336.0938, 17.0721, 243.4106, 0.0844, 0.0311, -0.0019, 0.0026, 0.0164, -0.0019
807, 21.9219, ShelfToys (UnityEngine.Transform), Top, -0.1757, 1.5294, -0.5622, 358.8834, 37.2325, 277.0660, -0.5014, 1.0055, -0.9482, 336.2206, 16.8668, 244.0211, 0.1532, 0.0709, 0.0298, 0.0117, 0.0252, 0.0100
808, 21.9500, ShelfToys (UnityEngine.Transform), Top, -0.1681, 1.5324, -0.5603, 359.4771, 40.5932, 276.3576, -0.5009, 1.0059, -0.9476, 336.3093, 17.2999, 243.9813, 0.2692, 0.1064, 0.0678, 0.0165, 0.0144, 0.0233
809, 21.9758, ShelfToys (UnityEngine.Transform), Top, -0.1620, 1.5347, -0.5588, 359.8334, 42.6604, 275.8775, -0.5004, 1.0063, -0.9469, 336.3806, 17.6480, 243.9699, 0.2359, 0.0922, 0.0585, 0.0193, 0.0157, 0.0275
810, 22.0039, ShelfToys (UnityEngine.Transform), Top, -0.1510, 1.5388, -0.5582, 359.6886, 44.0762, 275.2859, -0.4994, 1.0061, -0.9455, 336.8044, 18.8713, 243.7728, 0.3943, 0.1454, 0.0218, 0.0347, -0.0057, 0.0502
811, 22.0326, ShelfToys (UnityEngine.Transform), Top, -0.1398, 1.5414, -0.5579, 1.7431, 46.1838, 275.6817, -0.4968, 1.0057, -0.9433, 337.0517, 20.5740, 242.8968, 0.3904, 0.0913, 0.0098, 0.0930, -0.0131, 0.0755
812, 22.0611, ShelfToys (UnityEngine.Transform), Top, -0.1304, 1.5426, -0.5581, 2.9704, 47.1023, 276.2344, -0.4923, 1.0053, -0.9409, 337.2934, 21.3969, 241.6314, 0.3266, 0.0420, -0.0060, 0.1574, -0.0155, 0.0853
813, 22.0877, ShelfToys (UnityEngine.Transform), Top, -0.1240, 1.5445, -0.5595, 3.7569, 45.9584, 275.8167, -0.4872, 1.0053, -0.9388, 336.7351, 24.5783, 239.1520, 0.2416, 0.0710, -0.0557, 0.1896, 0.0010, 0.0773
814, 22.1169, ShelfToys (UnityEngine.Transform), Top, -0.1191, 1.5434, -0.5623, 5.2918, 48.7418, 277.4087, -0.4835, 1.0037, -0.9373, 336.5819, 25.3651, 238.4642, 0.1694, -0.0392, -0.0946, 0.1277, -0.0566, 0.0502
815, 22.1445, ShelfToys (UnityEngine.Transform), Top, -0.1144, 1.5429, -0.5642, 6.6151, 51.2076, 278.6119, -0.4804, 1.0024, -0.9361, 336.5169, 26.2005, 237.7923, 0.1690, -0.0184, -0.0706, 0.1115, -0.0472, 0.0448
816, 22.1723, ShelfToys (UnityEngine.Transform), Top, -0.1136, 1.5436, -0.5668, 6.1281, 49.5884, 277.4065, -0.4782, 1.0020, -0.9354, 335.8860, 25.5346, 237.8733, 0.0293, 0.0242, -0.0903, 0.0797, -0.0129, 0.0252
817, 22.1980, ShelfToys (UnityEngine.Transform), Top, -0.1119, 1.5442, -0.5689, 6.2184, 49.3338, 276.9184, -0.4761, 1.0016, -0.9347, 335.4985, 25.4410, 237.6873, 0.0670, 0.0267, -0.0847, 0.0839, -0.0156, 0.0283
818, 22.2288, ShelfToys (UnityEngine.Transform), Top, -0.1118, 1.5441, -0.5696, 6.0646, 47.4459, 277.5988, -0.4742, 1.0018, -0.9337, 335.3667, 25.1749, 237.5706, 0.0017, -0.0052, -0.0209, 0.0605, 0.0060, 0.0305
819, 22.2544, ShelfToys (UnityEngine.Transform), Top, -0.1120, 1.5439, -0.5700, 2.7287, 45.7392, 275.8674, -0.4733, 1.0010, -0.9330, 334.4324, 25.8807, 237.0748, -0.0087, -0.0066, -0.0179, 0.0354, -0.0320, 0.0309
820, 22.2814, ShelfToys (UnityEngine.Transform), Top, -0.1121, 1.5438, -0.5705, 1.3605, 45.1244, 275.1548, -0.4724, 1.0003, -0.9322, 333.7498, 26.5085, 236.5881, -0.0001, -0.0041, -0.0155, 0.0320, -0.0260, 0.0260
821, 22.3107, ShelfToys (UnityEngine.Transform), Top, -0.1133, 1.5431, -0.5711, 359.4890, 42.0119, 277.1781, -0.4714, 1.0001, -0.9307, 332.4841, 25.2794, 237.1346, -0.0429, -0.0224, -0.0223, 0.0348, -0.0058, 0.0526
822, 22.3387, ShelfToys (UnityEngine.Transform), Top, -0.1232, 1.5380, -0.5737, 359.9160, 39.6617, 281.0462, -0.4733, 1.0010, -0.9271, 334.3470, 23.9379, 239.2198, -0.3521, -0.1825, -0.0920, -0.0667, 0.0304, 0.1277
823, 22.3667, ShelfToys (UnityEngine.Transform), Top, -0.1314, 1.5336, -0.5761, 359.8219, 38.2263, 282.9138, -0.4751, 1.0018, -0.9232, 334.9290, 23.5043, 239.9415, -0.2955, -0.1599, -0.0865, -0.0644, 0.0300, 0.1413
824, 22.3935, ShelfToys (UnityEngine.Transform), Top, -0.1472, 1.5233, -0.5786, 0.4665, 38.0163, 284.5339, -0.4823, 1.0046, -0.9160, 336.4548, 25.6131, 241.4501, -0.5898, -0.3824, -0.0912, -0.2716, 0.1030, 0.2690
825, 22.4212, ShelfToys (UnityEngine.Transform), Top, -0.1680, 1.5131, -0.5814, 358.6319, 37.2405, 285.2825, -0.4896, 1.0070, -0.9106, 336.4225, 27.5008, 243.1132, -0.7481, -0.3685, -0.1022, -0.2609, 0.0860, 0.1931
826, 22.4497, ShelfToys (UnityEngine.Transform), Top, -0.1880, 1.5044, -0.5835, 359.3569, 32.7794, 284.7858, -0.4927, 1.0083, -0.9082, 335.4722, 27.0714, 243.3406, -0.7010, -0.3032, -0.0747, -0.1086, 0.0460, 0.0831
827, 22.4762, ShelfToys (UnityEngine.Transform), Top, -0.2038, 1.4987, -0.5853, 357.4223, 31.4482, 283.1227, -0.4936, 1.0093, -0.9078, 335.0855, 25.3622, 242.5945, -0.5971, -0.2179, -0.0668, -0.0336, 0.0378, 0.0162
828, 22.5031, ShelfToys (UnityEngine.Transform), Top, -0.2123, 1.4961, -0.5822, 354.9256, 30.4621, 281.8144, -0.4939, 1.0093, -0.9083, 335.5247, 23.8346, 242.4585, -0.3162, -0.0957, 0.1130, -0.0133, 0.0012, -0.0178
829, 22.5312, ShelfToys (UnityEngine.Transform), Top, -0.2212, 1.4928, -0.5807, 353.4224, 29.2416, 281.3560, -0.4943, 1.0094, -0.9085, 335.7197, 23.0277, 242.5170, -0.3168, -0.1161, 0.0537, -0.0147, 0.0029, -0.0074
830, 22.5593, ShelfToys (UnityEngine.Transform), Top, -0.2259, 1.4908, -0.5769, 353.8315, 28.3338, 284.7891, -0.4947, 1.0092, -0.9092, 335.5751, 22.1583, 242.5761, -0.1680, -0.0711, 0.1355, -0.0138, -0.0073, -0.0262
831, 22.5874, ShelfToys (UnityEngine.Transform), Top, -0.2299, 1.4885, -0.5740, 354.3165, 31.1027, 287.0391, -0.4948, 1.0092, -0.9102, 335.7227, 21.6572, 242.0267, -0.1436, -0.0818, 0.1036, -0.0038, 0.0020, -0.0349
832, 22.6167, ShelfToys (UnityEngine.Transform), Top, -0.2343, 1.4868, -0.5720, 355.8678, 31.3364, 288.4807, -0.4951, 1.0092, -0.9117, 336.9417, 21.7516, 242.2821, -0.1499, -0.0595, 0.0680, -0.0086, -0.0018, -0.0500
833, 22.6440, ShelfToys (UnityEngine.Transform), Top, -0.2399, 1.4856, -0.5717, 1.4993, 28.3373, 289.4204, -0.4953, 1.0091, -0.9154, 337.3909, 21.4490, 242.8555, -0.2048, -0.0435, 0.0114, -0.0066, -0.0009, -0.1350
834, 22.6724, ShelfToys (UnityEngine.Transform), Top, -0.2449, 1.4839, -0.5722, 4.0937, 25.4434, 290.2578, -0.4956, 1.0090, -0.9206, 337.9904, 20.6738, 243.9057, -0.1758, -0.0620, -0.0185, -0.0110, -0.0036, -0.1838
835, 22.6978, ShelfToys (UnityEngine.Transform), Top, -0.2507, 1.4818, -0.5725, 5.9687, 23.6114, 291.0780, -0.4959, 1.0090, -0.9253, 338.5308, 19.9947, 244.7028, -0.2260, -0.0829, -0.0106, -0.0140, -0.0023, -0.1856
836, 22.7282, ShelfToys (UnityEngine.Transform), Top, -0.2537, 1.4803, -0.5744, 7.3236, 32.7220, 300.7867, -0.4958, 1.0074, -0.9328, 340.0247, 18.8155, 245.4088, -0.1002, -0.0469, -0.0638, 0.0060, -0.0511, -0.2471
837, 22.7551, ShelfToys (UnityEngine.Transform), Top, -0.2547, 1.4793, -0.5777, 4.7676, 38.1282, 308.9001, -0.4954, 1.0057, -0.9413, 340.4254, 18.6121, 245.9835, -0.0383, -0.0388, -0.1210, 0.0139, -0.0636, -0.3154
838, 22.7846, ShelfToys (UnityEngine.Transform), Top, -0.2565, 1.4806, -0.5825, 5.3710, 32.7154, 310.4403, -0.4952, 1.0034, -0.9506, 341.1222, 17.0441, 247.4723, -0.0589, 0.0440, -0.1635, 0.0062, -0.0792, -0.3157
839, 22.8105, ShelfToys (UnityEngine.Transform), Top, -0.2586, 1.4804, -0.5849, 2.0807, 32.1360, 308.0587, -0.4945, 1.0011, -0.9585, 341.7635, 15.6814, 248.4720, -0.0825, -0.0078, -0.0908, 0.0288, -0.0885, -0.3063
840, 22.8370, ShelfToys (UnityEngine.Transform), Top, -0.2590, 1.4784, -0.5843, 0.6204, 32.2282, 305.3027, -0.4934, 0.9988, -0.9659, 342.1617, 14.3861, 249.2336, -0.0157, -0.0760, 0.0216, 0.0395, -0.0851, -0.2780
841, 22.8645, ShelfToys (UnityEngine.Transform), Top, -0.2599, 1.4762, -0.5838, 359.9238, 32.2570, 305.2327, -0.4926, 0.9969, -0.9727, 342.6613, 13.3058, 249.9502, -0.0306, -0.0785, 0.0172, 0.0297, -0.0713, -0.2460
842, 22.8944, ShelfToys (UnityEngine.Transform), Top, -0.2595, 1.4713, -0.5814, 357.5491, 34.3224, 302.8084, -0.4925, 0.9946, -0.9773, 342.5276, 13.5729, 249.3976, 0.0125, -0.1633, 0.0814, 0.0023, -0.0758, -0.1557
843, 22.9204, ShelfToys (UnityEngine.Transform), Top, -0.2569, 1.4644, -0.5798, 357.4108, 34.1789, 300.6735, -0.4932, 0.9931, -0.9793, 342.8153, 14.2535, 248.7316, 0.0987, -0.2655, 0.0624, -0.0275, -0.0571, -0.0760
844, 22.9508, ShelfToys (UnityEngine.Transform), Top, -0.2547, 1.4605, -0.5812, 357.9424, 35.0525, 300.4206, -0.4949, 0.9911, -0.9803, 342.8944, 14.2010, 248.6224, 0.0735, -0.1283, -0.0469, -0.0550, -0.0669, -0.0325
845, 22.9778, ShelfToys (UnityEngine.Transform), Top, -0.2521, 1.4591, -0.5858, 357.4528, 35.7901, 300.9955, -0.4972, 0.9899, -0.9808, 342.5970, 13.7872, 249.0306, 0.0948, -0.0509, -0.1701, -0.0859, -0.0436, -0.0202
846, 23.0055, ShelfToys (UnityEngine.Transform), Top, -0.2499, 1.4575, -0.5899, 356.9841, 36.3544, 301.1873, -0.4994, 0.9886, -0.9819, 342.4015, 13.2696, 249.4929, 0.0793, -0.0598, -0.1491, -0.0796, -0.0479, -0.0405
847, 23.0327, ShelfToys (UnityEngine.Transform), Top, -0.2462, 1.4570, -0.5967, 357.0155, 36.6642, 302.4077, -0.5021, 0.9871, -0.9823, 341.8902, 13.7525, 249.2172, 0.1353, -0.0173, -0.2492, -0.0988, -0.0564, -0.0145
848, 23.0600, ShelfToys (UnityEngine.Transform), Top, -0.2410, 1.4557, -0.6053, 356.6697, 38.4227, 305.2532, -0.5044, 0.9862, -0.9811, 341.0141, 13.6395, 248.9810, 0.1908, -0.0497, -0.3149, -0.0834, -0.0317, 0.0439
849, 23.0873, ShelfToys (UnityEngine.Transform), Top, -0.2359, 1.4521, -0.6141, 358.1149, 39.9272, 306.6554, -0.5065, 0.9850, -0.9787, 340.1497, 14.1040, 247.8540, 0.1884, -0.1300, -0.3233, -0.0762, -0.0440, 0.0880
